Draft Year,Player,Position,Body Fat %,Hand Length (Inches),Hand Width (Inches),Height W/O Shoes,Height W/ Shoes,Standing Reach,Weight (Pounds),Wingspan,Lane Agility Time (Seconds),Shuttle Run (Seconds),Three Quarter Spring (Seconds),Standing Vertical Leap (Inches),Max Vertical Leap (Inches),Max Bench Press (Repetitions)
2010,Solomon Alabi,C,5.00%,9.25,9.25,6' 11.5'',7' 0.75'',9' 5'',237.4,7' 5'',13.2,-,3.68,22.5,26,10
2010,Cole Aldrich,C,8.50%,9,9.25,6' 9'',6' 11.25'',9' 3.5'',236,7' 4.75'',11.48,-,3.35,23,28,10
2010,Al-Farouq Aminu,SF,8.20%,9.5,9.5,6' 7.25'',6' 8.5'',9' 0.5'',216,7' 3.25'',11.29,-,3.3,27,33.5,13
2010,James Anderson,SF,7.90%,8.5,7.25,6' 4.75'',6' 5.75'',8' 8'',207.6,6' 8.5'',11.86,-,3.19,30,35.5,14
2010,Luke Babbitt,SF-PF,5.60%,8.5,10,6' 7.5'',6' 8.75'',8' 8.5'',217.8,6' 11.25'',10.98,-,3.4,29.5,37.5,15
2010,Eric Bledsoe,PG,5.60%,8.5,9.75,6' 0.25'',6' 1.5'',8' 2'',191.6,6' 7.5'',-,-,-,-,-,9
2010,Trevor Booker,PF,7.30%,9,9.5,6' 6.25'',6' 7.5'',8' 10'',235.8,6' 9.75'',11.15,-,3.1,31,36,22
2010,Craig Brackins,PF-SF,7.90%,9.5,11.25,6' 8.5'',6' 9.75'',9' 1'',229,7' 0'',11.65,-,3.39,26,35,6
2010,Avery Bradley,SG-PG,4.00%,8.25,9.5,6' 2'',6' 3.25'',8' 2.5'',180.4,6' 7.25'',11.47,-,3.14,31.5,37.5,2
2010,Derrick Caracter,PF,12.80%,9,10.25,6' 8.25'',6' 9.5'',8' 11.5'',280,7' 0.25'',12.78,-,3.61,25,30.5,22
2010,Sherron Collins,PG,9.20%,8.5,9.5,5' 10.25'',5' 11.75'',7' 10'',217.2,6' 2.5'',12.31,-,3.24,27.5,33,-
2010,DeMarcus Cousins,C,16.40%,9.25,10,6' 9.5'',6' 10.75'',9' 5'',291.8,7' 5.75'',11.4,-,3.55,23.5,27.5,-
2010,Jordan Crawford,SG,4.90%,8,9,6' 3'',6' 4.5'',8' 5'',198.4,6' 7'',11.03,-,3.37,31.5,34.5,7
2010,Ed Davis,PF,10.00%,9.25,10,6' 9'',6' 9.75'',9' 0'',226.6,7' 0'',11.7,-,3.21,31,36,-
2010,Devin Ebanks,SF,7.90%,8.25,9,6' 7'',6' 8.25'',8' 11.5'',207.8,7' 0.25'',11.69,-,3.44,23.5,32,6
2010,Derrick Favors,PF,6.50%,8.75,9.25,6' 8.75'',6' 10.25'',9' 2'',245.2,7' 4'',11.74,-,3.25,31.5,35.5,14
2010,Keith Gallon,PF-C,15.10%,9.25,10.5,6' 8.5'',6' 9.5'',9' 1.5'',301.8,7' 4.5'',13.44,-,3.7,23.5,28.5,14
2010,Charles Garcia,SF,7.00%,8.75,9,6' 8.25'',6' 9.25'',8' 11.5'',231.6,7' 1.75'',11.65,-,3.23,24.5,30.5,2
2010,Paul George,SF,5.00%,8.5,9,6' 7.75'',6' 8.75'',8' 11'',214.4,6' 11.25'',-,-,-,-,-,4
2010,Luke Harangody,PF,11.10%,8.75,9.75,6' 6'',6' 7.75'',8' 10'',240.2,6' 9.5'',11.83,-,3.41,24,28.5,23
2010,Manny Harris,SG,3.80%,8.5,9,6' 4'',6' 5.5'',8' 6'',185.1,6' 7.25'',-,-,-,-,-,11
2010,Lazar Hayward,SG-SF,7.50%,9.25,9.5,6' 4.5'',6' 5.75'',8' 6'',225.8,7' 0.75'',10.87,-,3.31,31,36,15
2010,Gordon Hayward,SF,6.90%,8.5,9.25,6' 6.75'',6' 8'',8' 7'',211,6' 7.75'',11.73,-,3.22,30.5,34.5,10
2010,Xavier Henry,SG,4.70%,8.75,10,6' 5.25'',6' 6.5'',8' 9'',210.2,6' 11.25'',11.1,-,3.18,28.5,36.5,8
2010,Darington Hobson,SG-SF,6.20%,8.25,9,6' 5.25'',6' 6.5'',8' 8.5'',203.6,6' 9.25'',11.68,-,3.25,29,34,-
2010,Damion James,SF,9.60%,9.25,8.5,6' 6.25'',6' 7.75'',8' 11'',226.6,7' 0.75'',10.89,-,3.2,29,33,13
2010,Wesley Johnson,SF,4.60%,9,9.5,6' 6.25'',6' 7.25'',8' 10'',206.4,7' 1'',11.43,-,3.14,32,37,16
2010,Armon Johnson,PG-SG,5.60%,8.25,9.25,6' 2'',6' 3.25'',8' 3.5'',195.2,6' 8'',11.25,-,3.19,31.5,38.5,18
2010,Dominique Jones,SG,5.90%,9,10.25,6' 3.25'',6' 5'',8' 5'',216,6' 9.25'',10.88,-,3.31,26,32.5,19
2010,Jerome Jordan,C,6.90%,9,10.25,6' 11.5'',7' 0.75'',9' 5'',244.2,7' 5.25'',-,-,-,-,-,-
2010,Sylven Landesberg,SG,11.60%,8.75,10.75,6' 4.75'',6' 6.25'',8' 4.5'',210,6' 9'',11.59,-,3.36,28,32,8
2010,Gani Lawal,PF,6.30%,8.5,10,6' 7.5'',6' 9'',8' 11.5'',233.4,7' 0'',11.61,-,3.24,27,31.5,20
2010,Greg Monroe,PF-C,11.20%,8.75,9.5,6' 9.75'',6' 11'',9' 0.5'',246.6,7' 2.25'',12.1,-,3.35,25,29,15
2010,Daniel Orton,C,13.80%,8.5,9.75,6' 8.75'',6' 9.5'',9' 2.5'',269.2,7' 4.25'',12.32,-,3.39,24,30.5,13
2010,Artsiom Parakhouski,C,6.00%,9,10.5,6' 10.25'',6' 11.75'',9' 1.5'',268.2,7' 1'',12.07,-,3.33,25.5,26.5,16
2010,Patrick Patterson,PF,5.30%,9.25,10.25,6' 8'',6' 9.25'',8' 11'',239.6,7' 1.25'',11.14,-,3.25,28.5,33.5,17
2010,Dexter Pittman,PF-C,20.80%,10.25,10.5,6' 9.5'',6' 11.5'',9' 3'',302.6,7' 6'',-,-,-,-,-,-
2010,Andy Rautins,SG,6.20%,8,9.75,6' 4.25'',6' 5'',8' 4'',191.6,6' 7'',11.27,-,3.49,23.5,30.5,8
2010,Ryan Richards,PF,8.00%,9,9.75,6' 10.5'',6' 11.75'',9' 2'',230.2,7' 1.5'',11.33,-,3.37,25,28.5,4
2010,Stanley Robinson,SF,8.30%,9,9,6' 6.5'',6' 7.75'',8' 11.5'',213.2,7' 0'',11.65,-,3.23,-,37.5,6
2010,Larry Sanders,PF-C,4.60%,9.75,11,6' 9.25'',6' 10.5'',9' 4'',222.4,7' 5.75'',12.49,-,3.27,25.5,28,7
2010,Jon Scheyer,PG-SG,5.40%,7.75,9.5,6' 4.75'',6' 6'',8' 3'',180,6' 3.25'',-,-,-,-,-,-
2010,Lance Stephenson,SG,9.30%,9,10.25,6' 4.5'',6' 5.75'',8' 7'',227,6' 10.5'',11.39,-,3.38,27,33,10
2010,Mikhail Torrance,PG,7.00%,8.75,9.5,6' 4'',6' 5'',8' 7'',208.8,6' 7.5'',11.43,-,3.17,23,32,8
2010,Evan Turner,SG,8.60%,8.75,9.5,6' 5.75'',6' 7'',8' 7.5'',213.8,6' 8'',11.06,-,3.27,27.5,34.5,9
2010,Ekpe Udoh,PF,8.00%,9.5,8.75,6' 8.75'',6' 9.75'',8' 10.5'',237.4,7' 4.5'',11.15,-,3.29,31,33.5,10
2010,Jarvis Varnado,PF-C,9.50%,9.25,9.5,6' 8.25'',6' 10'',9' 1.5'',210.2,7' 3.5'',11.61,-,3.37,29.5,32.5,3
2010,Greivis Vasquez,PG-SG,8.60%,7.75,9.25,6' 5'',6' 6.5'',8' 5'',210.8,6' 7'',-,-,-,-,-,-
2010,John Wall,PG,5.60%,8.25,9.5,6' 2.75'',6' 4'',8' 5.5'',195.6,6' 9.25'',10.84,-,3.14,30,39,-
2010,Willie Warren,SG-PG,7.60%,8.5,9.5,6' 2.5'',6' 3.75'',8' 3.5'',208.4,6' 6'',11.21,-,3.5,23,31.5,10
2010,Terrico White,SG-PG,3.70%,9,10.5,6' 3.75'',6' 5'',8' 5'',202.6,6' 9'',11.38,-,3.15,31,40,10
2010,Hassan Whiteside,C-PF,5.50%,8.25,10.25,6' 10.5'',6' 11.5'',9' 5'',226.6,7' 7'',11.83,-,3.54,27,31.5,12
2011,Keith Benson,C-PF,6.10%,9.5,11,6' 10'',6' 11'',9' 1.5'',217,7' 3.75'',11.88,-,3.35,31.5,36,12
2011,Marshon Brooks,SG,5.20%,9,10.5,6' 4.25'',6' 5.25'',8' 5'',194.6,7' 1'',10.74,-,3.09,34,38.5,5
2011,Alec Burks,SG,5.10%,9,8.25,6' 5'',6' 6'',8' 7.5'',192.6,6' 10'',10.96,-,3.17,29,36,5
2011,Jimmy Butler,SF,5.40%,9,9,6' 6'',6' 7.75'',8' 5.5'',222.2,6' 7.5'',11.12,-,3.15,32,39,14
2011,Norris Cole,PG,4.70%,8.5,9.5,6' 0.25'',6' 1.75'',7' 11.5'',174.4,6' 2.25'',10.07,-,3.22,29.5,38.5,11
2011,Jon Diebler,SG,8.50%,8.25,8.25,6' 5.25'',6' 6.5'',8' 3'',196.6,6' 6'',10.94,-,3.37,28,35,2
2011,Michael Dunigan,PF-C,8.00%,9,10.75,6' 8.5'',6' 10'',8' 11.5'',237.6,7' 3.25'',11.85,-,3.27,29.5,34.5,10
2011,LaceDarius Dunn,SG,5.50%,9,10.25,6' 3'',6' 4'',8' 5'',187.8,6' 6.25'',11.45,-,3.27,26.5,31,3
2011,Kenneth Faried,PF,6.30%,8.5,10.25,6' 6'',6' 7.5'',9' 0'',224.6,7' 0'',11.35,-,3.26,30.5,35,16
2011,James Fredette,PG,7.70%,8,8.5,6' 0.75'',6' 2.5'',8' 0.5'',196,6' 4.5'',10.42,-,3.21,28,33,14
2011,Andrew Goudelock,PG,9.90%,8.25,9.25,6' 1.25'',6' 2.75'',8' 0.5'',197.6,6' 4.25'',10.33,-,3.1,32.5,37,4
2011,Jordan Hamilton,SF,9.80%,9,9.25,6' 6.75'',6' 8.5'',8' 8'',228.4,6' 9.5'',11.47,-,3.3,25,32,7
2011,Justin Harper,PF-SF,4.00%,9,9.25,6' 8'',6' 8.75'',8' 10'',228,6' 11.75'',11.92,-,3.3,28.5,33,19
2011,Tobias Harris,SF-PF,8.40%,8.75,9,6' 6.5'',6' 7.75'',8' 7.5'',222.8,6' 11'',10.96,-,3.17,31.5,37.5,12
2011,Tyler Honeycutt,SF,5.30%,8.5,9.5,6' 6.75'',6' 8.25'',8' 9'',186.8,6' 9'',11.68,-,3.07,30,37,-
2011,Scotty Hopson,SG,4.80%,8.5,10,6' 5.75'',6' 6.5'',8' 7.5'',204.6,6' 10.5'',10.47,-,3.18,32.5,36,10
2011,Kyrie Irving,PG,10.20%,8.25,9.25,6' 1.75'',6' 3.5'',8' 3'',191,6' 4'',-,-,-,-,-,-
2011,Rick Jackson,PF,8.30%,8.75,9.5,6' 8.25'',6' 9.25'',8' 10.5'',241.8,7' 2'',11.51,-,3.26,28.5,33,9
2011,Charles Jenkins,PG-SG,4.30%,8.5,9,6' 1.5'',6' 3.25'',8' 0.5'',216.4,6' 7.5'',11.68,-,3.18,29.5,34,16
2011,JaJuan Johnson,PF,7.50%,9,10,6' 9'',6' 10'',8' 11.5'',219.8,7' 2'',11.21,-,3.14,33.5,38,15
2011,Cory Joseph,PG,9.70%,8.5,10.5,6' 2'',6' 3.25'',8' 3'',186.2,6' 5.5'',10.75,-,3.27,27.5,35,5
2011,Enes Kanter,PF-C,5.90%,9.5,10.75,6' 9.75'',6' 11.25'',9' 1.5'',259.2,7' 1.5'',11.3,-,3.26,26,32.5,14
2011,Brandon Knight,PG,4.20%,8.25,9.5,6' 1.5'',6' 3.25'',8' 2.5'',176.8,6' 6.75'',10.74,-,3.07,29,37.5,10
2011,Malcolm Lee,SG,5.90%,8.5,9.5,6' 4'',6' 5.5'',8' 5.5'',198.2,6' 9.75'',11.2,-,3.09,30,35.5,17
2011,Kawhi Leonard,SF,5.40%,9.75,11.25,6' 6'',6' 7'',8' 10'',227.4,7' 3'',11.45,-,3.15,25.5,32,3
2011,Travis Leslie,SG,8.10%,8.75,9.25,6' 3'',6' 4.25'',8' 7'',205,6' 10.5'',11,-,3.13,33,40.5,10
2011,Jon Leuer,PF,5.40%,8.75,9.75,6' 10'',6' 11.5'',8' 9.5'',223.2,7' 0'',10.82,-,3.36,29.5,36.5,14
2011,DeAndre Liggins,SF-SG,5.00%,8.75,10,6' 5'',6' 6.25'',8' 7.5'',202.2,6' 11'',-,-,3.33,27,31,6
2011,David Lighty,SG,6.50%,9,10,6' 4.75'',6' 6.5'',8' 5'',216.2,6' 8'',10.81,-,3.25,28.5,33,15
2011,Shelvin Mack,PG,7.10%,8.25,9.25,6' 1'',6' 2.5'',8' 0.5'',209,6' 7.5'',11.23,-,3.18,32,39,17
2011,Demetri McCamey,PG,6.10%,8.5,9,6' 1.75'',6' 3.25'',8' 3.5'',204,6' 6.25'',11.55,-,3.19,27,33,-
2011,E'Twaun Moore,SG,7.60%,9,10,6' 2.5'',6' 4'',8' 3.5'',191.4,6' 9.5'',11.12,-,3.31,32,34.5,-
2011,Marcus Morris,PF-SF,8.00%,8.25,8.5,6' 7'',6' 8.75'',8' 9.5'',229.6,6' 10'',-,-,3.15,29,33,11
2011,Markieff Morris,PF,10.20%,8.5,8.25,6' 7.75'',6' 9.25'',8' 10.5'',240.8,6' 10.75'',-,-,3.4,27,31.5,11
2011,Darius Morris,PG-SG,5.30%,8.75,10,6' 3.25'',6' 5.25'',8' 6'',190,6' 7.5'',11,-,3.2,24.5,32,12
2011,Chandler Parsons,SF,7.00%,8.25,10,6' 8.75'',6' 9.75'',8' 8.5'',221.2,6' 9.5'',11.05,-,3.29,25.5,31.5,4
2011,Jereme Richmond,SF,5.50%,8.75,9.5,6' 6'',6' 7.25'',8' 10.5'',207.2,6' 10.25'',11.74,-,3.02,27,33.5,-
2011,Josh Selby,SG-PG,7.90%,8.5,9,6' 1.75'',6' 3'',8' 2'',194.6,6' 5.25'',11.13,-,3.2,29.5,42,5
2011,Iman Shumpert,PG-SG,6.50%,9,9,6' 4.25'',6' 5.5'',8' 3.5'',221.8,6' 9.5'',11.1,-,3.18,36.5,42,18
2011,Kyle Singler,SF,10.00%,8.25,8.75,6' 7.5'',6' 8.5'',8' 10'',228,6' 10.1'',11.22,-,3.21,23,30,10
2011,Chris Singleton,SF,7.40%,9.25,10,6' 7.75'',6' 9'',8' 7.5'',230.2,7' 1'',11.33,-,3.09,30.5,37.5,15
2011,Jamie Skeen,PF,9.80%,8.5,8.5,6' 6.5'',6' 8'',8' 10.5'',241.6,7' 1.25'',12.43,-,3.46,26,30.5,10
2011,Nolan Smith,PG,5.60%,8.5,9.25,6' 1.5'',6' 3.5'',8' 3'',187.6,6' 5.5'',11.05,-,3.17,28.5,34,9
2011,Gregory Smith,PF-C,7.40%,9.75,12,6' 8'',6' 9.25'',8' 10.5'',252.8,7' 2.5'',12.43,-,3.36,29.5,36,17
2011,Malcolm Thomas,PF,5.90%,9.5,10.5,6' 7.5'',6' 8.75'',8' 11.5'',223,7' 0.5'',11.31,-,3.29,32,36.5,3
2011,Isaiah Thomas,PG,6.70%,8.25,9,5' 8.75'',5' 10.25'',7' 7.5'',186,6' 1.75'',10.49,-,3.14,31.5,40,13
2011,Trey Thompkins,PF,15.50%,9.25,9.75,6' 8.5'',6' 9.75'',8' 11.5'',239,7' 1'',11.72,-,3.41,27.5,30.5,15
2011,Tristan Thompson,PF,6.20%,8.75,9.25,6' 7.5'',6' 8.75'',9' 0.5'',227.4,7' 1.25'',10.92,-,3.26,30,35,9
2011,Klay Thompson,SG,8.00%,8.75,9.25,6' 5.75'',6' 7.25'',8' 7.5'',205.6,6' 9'',10.99,-,3.24,26.5,31.5,5
2011,Jeremy Tyler,PF-C,13.40%,9.25,9,6' 9'',6' 10.5'',9' 2.5'',262.4,7' 5'',11.26,-,3.29,28,33.5,10
2011,Nikola Vucevic,PF-C,6.10%,9.25,10.25,6' 10.25'',6' 11.75'',9' 4.5'',259.8,7' 4.5'',12.02,-,3.27,23.5,25,8
2011,Kemba Walker,PG,5.90%,8,9,5' 11.5'',6' 1'',7' 7.5'',184,6' 3.5'',10.87,-,3.16,32,39.5,7
2011,Jordan Williams,PF,12.10%,9.25,10,6' 7.75'',6' 9'',8' 10.5'',247.2,7' 0.25'',12.74,-,3.45,25,30.5,10
2011,Derrick Williams,PF-SF,10.80%,9,9.75,6' 7.25'',6' 8.75'',9' 0'',248.4,7' 1.5'',11.03,-,3.23,29,34.5,19
2012,Quincy Acy,PF,7.10%,9.5,11,6' 6.5'',6' 7.75'',8' 10.5'',223.8,7' 2.75'',10.48,-,3.28,32,37,13
2012,Harrison Barnes,SF-SG,9.60%,9,8.5,6' 7'',6' 8'',8' 5.5'',227.8,6' 11.25'',10.93,-,3.16,38,39.5,15
2012,Will Barton,SG-SF,4.10%,9,9.5,6' 5'',6' 6'',8' 6.5'',174.4,6' 9.75'',12.5,-,3.6,30,34,-
2012,Bradley Beal,SG,6.00%,8.5,9,6' 3.25'',6' 4.75'',8' 4'',201.8,6' 8'',10.95,-,3.28,33,39,8
2012,J'Covan Brown,PG,12.50%,7.75,8.25,6' 1'',6' 2.25'',8' 0'',202.4,6' 5.25'',11.68,-,3.47,26,29.5,3
2012,William Buford,SG-SF,11.30%,8.75,10,6' 4'',6' 5'',8' 6'',214.6,6' 9.5'',11.4,-,3.43,27.5,32.5,8
2012,Jae Crowder,SF,9.00%,9.5,10.5,6' 4.75'',6' 6.5'',8' 3.5'',241.2,6' 9.25'',11.45,-,3.37,31,34.5,20
2012,Jared Cunningham,SG-PG,3.60%,8.25,9,6' 3.5'',6' 5'',8' 2'',187.6,6' 6.5'',-,-,-,-,-,4
2012,Anthony Davis,PF-C,7.90%,9,8.5,6' 9.25'',6' 10.5'',9' 0'',221.8,7' 5.5'',-,-,-,-,-,-
2012,Marcus Denmon,SG,6.60%,8.25,9.75,6' 2.25'',6' 3.25'',7' 10.5'',188.2,6' 5'',10.82,-,3.19,33.5,40,8
2012,Andre Drummond,C,7.50%,9.5,9.5,6' 9.75'',6' 11.75'',9' 1.5'',278.6,7' 6.25'',10.83,-,3.39,31.5,33.5,10
2012,Kim English,SG,4.30%,8.5,8.75,6' 4.5'',6' 5.75'',8' 2'',192,6' 6.5'',10.59,-,3.33,29,36.5,-
2012,Festus Ezeli,C-PF,5.50%,9,10.75,6' 9.75'',6' 11.5'',9' 0'',264.2,7' 5.75'',12.35,-,3.29,34,33.5,18
2012,Drew Gordon,PF,9.10%,8.5,9.75,6' 8'',6' 8.75'',8' 7.5'',239,6' 11.5'',11.35,-,3.49,29,34,10
2012,JaMychal Green,PF,9.80%,9.25,9.25,6' 8'',6' 9'',8' 10.5'',217.4,7' 2.25'',10.63,-,3.38,29.5,32.5,19
2012,Draymond Green,PF-SF,11.30%,9,9.5,6' 5.75'',6' 7.5'',8' 9'',235.6,7' 1.25'',11.01,-,3.4,28,33,9
2012,Maurice Harkless,SF,5.30%,9.25,10.25,6' 7.25'',6' 8.75'',8' 6.5'',206.6,7' 0'',10.87,-,3.25,32.5,37,5
2012,John Henson,PF,8.60%,9.25,10,6' 9'',6' 10.5'',9' 4'',216,7' 5'',-,-,-,25.5,30,5
2012,Tu Holloway,PG,8.50%,8.75,10,5' 10.5'',5' 11.75'',7' 10.5'',186.8,6' 5.5'',11,-,3.42,28,35,12
2012,Robbie Hummel,SF,9.40%,8.5,9.5,6' 7.25'',6' 8.5'',8' 6'',218,6' 8.5'',11.56,-,3.41,27.5,30,13
2012,Bernard James,PF,5.00%,9,9.25,6' 8.75'',6' 10'',9' 0.5'',229.8,7' 3'',11.84,-,3.4,30,32.5,6
2012,John Jenkins,SG,7.10%,9,9,6' 3.25'',6' 4.25'',8' 2'',212,6' 8.5'',11.36,-,3.37,30.5,36.5,10
2012,Orlando Johnson,SG,7.00%,9,9.5,6' 3.75'',6' 5.25'',8' 3'',223.8,6' 11.25'',10.98,-,3.25,32,39.5,13
2012,Darius Johnson-Odom,SG,7.00%,8.75,8.75,6' 1.5'',6' 3'',8' 0'',212,6' 7'',10.76,-,3.21,33.5,41.5,17
2012,Terrence Jones,PF-SF,7.70%,9,10,6' 8.25'',6' 9.5'',8' 11'',252,7' 2.25'',11.57,-,3.4,29.5,34.5,12
2012,Kevin Jones,PF,11.20%,9,7.75,6' 6.25'',6' 7.5'',8' 9'',251.2,7' 1.5'',11.94,-,3.6,27.5,32.5,17
2012,Perry Jones,PF-SF,4.60%,9.25,9.5,6' 10.25'',6' 11.25'',8' 11'',233.8,7' 1.75'',11.31,-,3.19,33,38.5,11
2012,Kris Joseph,SG,8.60%,9,9,6' 6'',6' 7'',8' 8'',215,6' 11'',-,-,3.46,28.5,35,6
2012,Michael Kidd-Gilchrist,SF,7.00%,9,10.25,6' 5.75'',6' 7.5'',8' 8.5'',232.8,7' 0'',11.77,-,3.18,32,35.5,6
2012,Doron Lamb,SG-PG,6.70%,8.5,8.75,6' 3.25'',6' 4.75'',8' 2.5'',199.4,6' 6.75'',11.12,-,3.41,29,33.5,2
2012,Jeremy Lamb,SG,4.50%,8.75,9.25,6' 4'',6' 5.25'',8' 6'',179.2,6' 11'',10.98,-,3.25,31.5,38,5
2012,Meyers Leonard,C,5.70%,9.25,11,6' 11.75'',7' 1.25'',9' 0'',249.8,7' 3'',11.34,-,3.41,30,32.5,19
2012,Damian Lillard,PG,5.90%,8.75,9.75,6' 1.75'',6' 2.75'',7' 11.5'',188.8,6' 7.75'',11.15,-,3.34,34.5,39.5,13
2012,Scott Machado,PG,5.80%,8.5,9.5,6' 1'',6' 2'',7' 10.5'',205.8,6' 4'',11.26,-,3.3,27,32.5,17
2012,Kendall Marshall,PG,7.80%,8.5,9,6' 3.25'',6' 4.25'',8' 0'',198.4,6' 5.5'',12.03,-,3.23,31,37,-
2012,Fab Melo,C,9.20%,9,10,6' 10.75'',7' 0'',9' 2'',255,7' 2.5'',12.14,-,3.44,29.5,31,9
2012,Khris Middleton,SF,7.80%,9,9,6' 6.75'',6' 8.25'',8' 7'',216.2,6' 10.75'',11.45,-,3.47,28,31,4
2012,Darius Miller,SF-SG,7.50%,8.5,8.75,6' 6'',6' 7.5'',8' 5'',233.4,6' 9'',11.34,-,3.31,33,37,14
2012,Quincy Miller,SF,7.80%,9.25,10.25,6' 8.75'',6' 10'',8' 9'',218.7,7' 1.25'',11.05,-,3.48,30.5,36,8
2012,Tony Mitchell,SG,5.70%,8.5,10,6' 5.25'',6' 6.25'',8' 4'',216.4,6' 10'',11.72,-,3.47,31.5,40,14
2012,Arnett Moultrie,PF,7.70%,9.25,9.25,6' 9.5'',6' 10.75'',8' 10.5'',232.8,7' 2.25'',11.32,-,3.22,33.5,37.5,10
2012,Kevin Murphy,SG,5.80%,8.5,8.5,6' 5'',6' 6.25'',8' 3'',194,6' 6.75'',10.97,-,3.42,31,36.5,11
2012,Andrew Nicholson,PF,7.60%,10,10.75,6' 8.5'',6' 9.5'',8' 11'',234,7' 4'',11.89,-,3.67,28.5,30.5,10
2012,Kyle O'Quinn,PF,8.00%,9.5,10,6' 8.5'',6' 10'',8' 10.5'',240.8,7' 4.75'',11.65,-,3.53,31.5,31.5,-
2012,Miles Plumlee,PF-C,11.40%,9.25,9,6' 10.5'',6' 11.75'',8' 9.5'',252.4,7' 0.75'',10.64,-,3.36,34,40.5,15
2012,Austin Rivers,SG-PG,6.20%,8.5,10,6' 3.5'',6' 5'',8' 0.5'',202.8,6' 7.25'',11.54,-,3.32,32.5,37.5,1
2012,Thomas Robinson,PF,5.00%,9.75,10.5,6' 7.75'',6' 8.75'',8' 10'',244.2,7' 3.25'',11.96,-,3.17,28.5,35.5,15
2012,Terrence Ross,SG-SF,3.20%,8.75,10.25,6' 6'',6' 7'',8' 4.5'',196.6,6' 7.25'',11.78,-,3.28,31,37.5,2
2012,Tomas Satoransky,PG-SG,5.20%,8.5,9.5,6' 6.5'',6' 7.5'',8' 4'',200.6,6' 7.25'',-,-,-,-,-,-
2012,Mike Scott,PF,10.60%,8.5,9,6' 7.25'',6' 8.75'',8' 8'',240.8,6' 10.75'',11.59,-,3.44,27,32.5,14
